userId,movieId,rating,timestamp,rating_datetime,title,genres
1,423,3.0,964982363,2000-07-30 18:39:23,Blown Away (1994),Action|Thriller
1,441,4.0,964980868,2000-07-30 18:14:28,Dazed and Confused (1993),Comedy
1,457,5.0,964981909,2000-07-30 18:31:49,"Fugitive, The (1993)",Thriller
1,480,4.0,964982346,2000-07-30 18:39:06,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
1,500,3.0,964981208,2000-07-30 18:20:08,Mrs. Doubtfire (1993),Comedy|Drama
1,527,5.0,964984002,2000-07-30 19:06:42,Schindler's List (1993),Drama|War
1,543,4.0,964981179,2000-07-30 18:19:39,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
1,552,4.0,964982653,2000-07-30 18:44:13,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
1,553,5.0,964984153,2000-07-30 19:09:13,Tombstone (1993),Action|Drama|Western
1,590,4.0,964982546,2000-07-30 18:42:26,Dances with Wolves (1990),Adventure|Drama|Western
1,592,4.0,964982271,2000-07-30 18:37:51,Batman (1989),Action|Crime|Thriller
1,593,4.0,964983793,2000-07-30 19:03:13,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
1,596,5.0,964982838,2000-07-30 18:47:18,Pinocchio (1940),Animation|Children|Fantasy|Musical
1,608,5.0,964982931,2000-07-30 18:48:51,Fargo (1996),Comedy|Crime|Drama|Thriller
1,648,3.0,964982563,2000-07-30 18:42:43,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
1,661,5.0,964982838,2000-07-30 18:47:18,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical
1,673,3.0,964981775,2000-07-30 18:29:35,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
1,733,4.0,964982400,2000-07-30 18:40:00,"Rock, The (1996)",Action|Adventure|Thriller
1,736,3.0,964982653,2000-07-30 18:44:13,Twister (1996),Action|Adventure|Romance|Thriller
1,780,3.0,964984086,2000-07-30 19:08:06,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
1,804,4.0,964980499,2000-07-30 18:08:19,She's the One (1996),Comedy|Romance
1,919,5.0,964982475,2000-07-30 18:41:15,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical
1,923,5.0,964981529,2000-07-30 18:25:29,Citizen Kane (1941),Drama|Mystery
1,940,5.0,964982176,2000-07-30 18:36:16,"Adventures of Robin Hood, The (1938)",Action|Adventure|Romance
1,943,4.0,964983614,2000-07-30 19:00:14,"Ghost and Mrs. Muir, The (1947)",Drama|Fantasy|Romance
1,954,5.0,964983219,2000-07-30 18:53:39,Mr. Smith Goes to Washington (1939),Drama
1,1009,3.0,964981775,2000-07-30 18:29:35,Escape to Witch Mountain (1975),Adventure|Children|Fantasy
1,1023,5.0,964982681,2000-07-30 18:44:41,Winnie the Pooh and the Blustery Day (1968),Animation|Children|Musical
1,1024,5.0,964982876,2000-07-30 18:47:56,"Three Caballeros, The (1945)",Animation|Children|Musical
1,1025,5.0,964982791,2000-07-30 18:46:31,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical
1,1029,5.0,964982855,2000-07-30 18:47:35,Dumbo (1941),Animation|Children|Drama|Musical
1,1030,3.0,964982903,2000-07-30 18:48:23,Pete's Dragon (1977),Adventure|Animation|Children|Musical
1,1031,5.0,964982653,2000-07-30 18:44:13,Bedknobs and Broomsticks (1971),Adventure|Children|Musical
1,1032,5.0,964982791,2000-07-30 18:46:31,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical
1,1042,4.0,964981179,2000-07-30 18:19:39,That Thing You Do! (1996),Comedy|Drama
1,1049,5.0,964982400,2000-07-30 18:40:00,"Ghost and the Darkness, The (1996)",Action|Adventure
1,1060,4.0,964980924,2000-07-30 18:15:24,Swingers (1996),Comedy|Drama
1,1073,5.0,964981680,2000-07-30 18:28:00,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical
1,1080,5.0,964981327,2000-07-30 18:22:07,Monty Python's Life of Brian (1979),Comedy
1,1089,5.0,964982951,2000-07-30 18:49:11,Reservoir Dogs (1992),Crime|Mystery|Thriller
1,1090,4.0,964984018,2000-07-30 19:06:58,Platoon (1986),Drama|War
1,1092,5.0,964983484,2000-07-30 18:58:04,Basic Instinct (1992),Crime|Mystery|Thriller
1,1097,5.0,964981680,2000-07-30 18:28:00,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi
1,1127,4.0,964982513,2000-07-30 18:41:53,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
1,1136,5.0,964981327,2000-07-30 18:22:07,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
1,1196,5.0,964981827,2000-07-30 18:30:27,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
1,1197,5.0,964981872,2000-07-30 18:31:12,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
1,1198,5.0,964981827,2000-07-30 18:30:27,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
1,1206,5.0,964983737,2000-07-30 19:02:17,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller
1,1208,4.0,964983250,2000-07-30 18:54:10,Apocalypse Now (1979),Action|Drama|War
1,1210,5.0,964980499,2000-07-30 18:08:19,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
1,1213,5.0,964982951,2000-07-30 18:49:11,Goodfellas (1990),Crime|Drama
1,1214,4.0,964981855,2000-07-30 18:30:55,Alien (1979),Horror|Sci-Fi
1,1219,2.0,964983393,2000-07-30 18:56:33,Psycho (1960),Crime|Horror
1,1220,5.0,964981909,2000-07-30 18:31:49,"Blues Brothers, The (1980)",Action|Comedy|Musical
1,1222,5.0,964981909,2000-07-30 18:31:49,Full Metal Jacket (1987),Drama|War
1,1224,5.0,964984018,2000-07-30 19:06:58,Henry V (1989),Action|Drama|Romance|War
1,1226,5.0,964983618,2000-07-30 19:00:18,"Quiet Man, The (1952)",Drama|Romance
1,1240,5.0,964983723,2000-07-30 19:02:03,"Terminator, The (1984)",Action|Sci-Fi|Thriller
1,1256,5.0,964981442,2000-07-30 18:24:02,Duck Soup (1933),Comedy|Musical|War
1,1258,3.0,964983414,2000-07-30 18:56:54,"Shining, The (1980)",Horror
1,1265,4.0,964983599,2000-07-30 18:59:59,Groundhog Day (1993),Comedy|Fantasy|Romance
1,1270,5.0,964983705,2000-07-30 19:01:45,Back to the Future (1985),Adventure|Comedy|Sci-Fi
1,1275,5.0,964982290,2000-07-30 18:38:10,Highlander (1986),Action|Adventure|Fantasy
1,1278,5.0,964983414,2000-07-30 18:56:54,Young Frankenstein (1974),Comedy|Fantasy
1,1282,5.0,964982703,2000-07-30 18:45:03,Fantasia (1940),Animation|Children|Fantasy|Musical
1,1291,5.0,964981909,2000-07-30 18:31:49,Indiana Jones and the Last Crusade (1989),Action|Adventure
1,1298,5.0,964984086,2000-07-30 19:08:06,Pink Floyd: The Wall (1982),Drama|Musical
1,1348,4.0,964983393,2000-07-30 18:56:33,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
1,1377,3.0,964982653,2000-07-30 18:44:13,Batman Returns (1992),Action|Crime
1,1396,3.0,964983017,2000-07-30 18:50:17,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi
1,1408,3.0,964982310,2000-07-30 18:38:30,"Last of the Mohicans, The (1992)",Action|Romance|War|Western
1,1445,3.0,964984112,2000-07-30 19:08:32,McHale's Navy (1997),Comedy|War
1,1473,4.0,964980875,2000-07-30 18:14:35,Best Men (1997),Action|Comedy|Crime|Drama
1,1500,4.0,964980985,2000-07-30 18:16:25,Grosse Pointe Blank (1997),Comedy|Crime|Romance
1,1517,5.0,964981107,2000-07-30 18:18:27,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy
1,1552,4.0,964982620,2000-07-30 18:43:40,Con Air (1997),Action|Adventure|Thriller
1,1573,5.0,964982290,2000-07-30 18:38:10,Face/Off (1997),Action|Crime|Drama|Thriller
1,1580,3.0,964981125,2000-07-30 18:18:45,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
1,1587,5.0,964982346,2000-07-30 18:39:06,Conan the Barbarian (1982),Action|Adventure|Fantasy
1,1617,5.0,964982951,2000-07-30 18:49:11,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
1,1620,4.0,964983056,2000-07-30 18:50:56,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller
1,1625,5.0,964983504,2000-07-30 18:58:24,"Game, The (1997)",Drama|Mystery|Thriller
1,1644,3.0,964983536,2000-07-30 18:58:56,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
1,1676,3.0,964982620,2000-07-30 18:43:40,Starship Troopers (1997),Action|Sci-Fi
1,1732,5.0,964981125,2000-07-30 18:18:45,"Big Lebowski, The (1998)",Comedy|Crime
1,1777,4.0,964981230,2000-07-30 18:20:30,"Wedding Singer, The (1998)",Comedy|Romance
1,1793,4.0,964981404,2000-07-30 18:23:24,Welcome to Woop-Woop (1997),Comedy
1,1804,5.0,964983034,2000-07-30 18:50:34,"Newton Boys, The (1998)",Crime|Drama
1,1805,4.0,964983056,2000-07-30 18:50:56,Wild Things (1998),Crime|Drama|Mystery|Thriller
1,1920,4.0,964981780,2000-07-30 18:29:40,Small Soldiers (1998),Animation|Children|Fantasy|War
1,1927,5.0,964981497,2000-07-30 18:24:57,All Quiet on the Western Front (1930),Action|Drama|War
1,1954,5.0,964982176,2000-07-30 18:36:16,Rocky (1976),Drama
1,1967,4.0,964981710,2000-07-30 18:28:30,Labyrinth (1986),Adventure|Fantasy|Musical
1,2000,4.0,964982211,2000-07-30 18:36:51,Lethal Weapon (1987),Action|Comedy|Crime|Drama
1,2005,5.0,964981710,2000-07-30 18:28:30,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy
1,2012,4.0,964984176,2000-07-30 19:09:36,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
1,2018,5.0,964980523,2000-07-30 18:08:43,Bambi (1942),Animation|Children|Drama
1,2028,4.0,964981888,2000-07-30 18:31:28,Saving Private Ryan (1998),Action|Drama|War
1,2033,5.0,964982903,2000-07-30 18:48:23,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy
1,2046,4.0,964982563,2000-07-30 18:42:43,Flight of the Navigator (1986),Adventure|Children|Sci-Fi
1,2048,5.0,964982791,2000-07-30 18:46:31,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime
1,2054,4.0,964981747,2000-07-30 18:29:07,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi
1,2058,5.0,964982400,2000-07-30 18:40:00,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller
1,2078,5.0,964982838,2000-07-30 18:47:18,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical
1,2090,5.0,964982838,2000-07-30 18:47:18,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama
1,2093,3.0,964981710,2000-07-30 18:28:30,Return to Oz (1985),Adventure|Children|Fantasy
1,2094,5.0,964982653,2000-07-30 18:44:13,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
1,2096,4.0,964982838,2000-07-30 18:47:18,Sleeping Beauty (1959),Animation|Children|Musical
1,2099,4.0,964982588,2000-07-30 18:43:08,Song of the South (1946),Adventure|Animation|Children|Musical
1,2105,4.0,964981725,2000-07-30 18:28:45,Tron (1982),Action|Adventure|Sci-Fi
1,2115,5.0,964982529,2000-07-30 18:42:09,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
1,2116,5.0,964982876,2000-07-30 18:47:56,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy
1,2137,5.0,964982791,2000-07-30 18:46:31,Charlotte's Web (1973),Animation|Children
1,2139,5.0,964982791,2000-07-30 18:46:31,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama
1,2141,5.0,964982838,2000-07-30 18:47:18,"American Tail, An (1986)",Adventure|Animation|Children|Comedy
1,2143,4.0,964981725,2000-07-30 18:28:45,Legend (1985),Adventure|Fantasy|Romance
1,2161,5.0,964981710,2000-07-30 18:28:30,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy
1,2174,4.0,964981680,2000-07-30 18:28:00,Beetlejuice (1988),Comedy|Fantasy
1,2193,4.0,964981710,2000-07-30 18:28:30,Willow (1988),Action|Adventure|Fantasy
1,2253,2.0,964981775,2000-07-30 18:29:35,Toys (1992),Comedy|Fantasy
1,2268,4.0,964982989,2000-07-30 18:49:49,"Few Good Men, A (1992)",Crime|Drama|Thriller
1,2273,4.0,964982310,2000-07-30 18:38:30,Rush Hour (1998),Action|Comedy|Crime|Thriller
1,2291,5.0,964983664,2000-07-30 19:01:04,Edward Scissorhands (1990),Drama|Fantasy|Romance
1,2329,5.0,964983263,2000-07-30 18:54:23,American History X (1998),Crime|Drama
1,2338,2.0,964983546,2000-07-30 18:59:06,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller
1,2353,5.0,964983861,2000-07-30 19:04:21,Enemy of the State (1998),Action|Thriller
1,2366,4.0,964982462,2000-07-30 18:41:02,King Kong (1933),Action|Adventure|Fantasy|Horror
1,2387,5.0,964983123,2000-07-30 18:52:03,Very Bad Things (1998),Comedy|Crime
1,2389,2.0,964983094,2000-07-30 18:51:34,Psycho (1998),Crime|Horror|Thriller
1,2395,5.0,964981093,2000-07-30 18:18:13,Rushmore (1998),Comedy|Drama
1,2406,4.0,964982310,2000-07-30 18:38:30,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
1,2414,3.0,964982513,2000-07-30 18:41:53,Young Sherlock Holmes (1985),Action|Adventure|Children|Fantasy|Mystery|Thriller
1,2427,5.0,964982242,2000-07-30 18:37:22,"Thin Red Line, The (1998)",Action|Drama|War
1,2450,4.0,964982620,2000-07-30 18:43:40,Howard the Duck (1986),Adventure|Comedy|Sci-Fi
1,2459,5.0,964983414,2000-07-30 18:56:54,"Texas Chainsaw Massacre, The (1974)",Horror
1,2470,5.0,964982588,2000-07-30 18:43:08,Crocodile Dundee (1986),Adventure|Comedy
1,2478,4.0,964984169,2000-07-30 19:09:29,¡Three Amigos! (1986),Comedy|Western
1,2492,4.0,965719662,2000-08-08 07:27:42,20 Dates (1998),Comedy|Romance
1,2502,5.0,964981278,2000-07-30 18:21:18,Office Space (1999),Comedy|Crime
1,2528,3.0,964982328,2000-07-30 18:38:48,Logan's Run (1976),Action|Adventure|Sci-Fi
1,2529,5.0,964982242,2000-07-30 18:37:22,Planet of the Apes (1968),Action|Drama|Sci-Fi
1,2542,5.0,964981265,2000-07-30 18:21:05,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
1,2571,5.0,964981888,2000-07-30 18:31:28,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1,2580,5.0,964983000,2000-07-30 18:50:00,Go (1999),Comedy|Crime
1,2596,5.0,964981144,2000-07-30 18:19:04,SLC Punk! (1998),Comedy|Drama
1,2616,4.0,964983080,2000-07-30 18:51:20,Dick Tracy (1990),Action|Crime
1,2617,2.0,964982588,2000-07-30 18:43:08,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller
1,2628,4.0,964980523,2000-07-30 18:08:43,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
1,2640,4.0,964982377,2000-07-30 18:39:37,Superman (1978),Action|Adventure|Sci-Fi
1,2641,5.0,964982620,2000-07-30 18:43:40,Superman II (1980),Action|Sci-Fi
1,2644,4.0,964983393,2000-07-30 18:56:33,Dracula (1931),Horror
1,2648,4.0,964983414,2000-07-30 18:56:54,Frankenstein (1931),Drama|Horror|Sci-Fi
1,2654,5.0,964983393,2000-07-30 18:56:33,"Wolf Man, The (1941)",Drama|Fantasy|Horror
1,2657,3.0,964983426,2000-07-30 18:57:06,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
1,2692,5.0,964981855,2000-07-30 18:30:55,Run Lola Run (Lola rennt) (1998),Action|Crime
1,2700,5.0,964980985,2000-07-30 18:16:25,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical
1,2716,5.0,964983414,2000-07-30 18:56:54,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi
1,2761,5.0,964982703,2000-07-30 18:45:03,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi
1,2797,4.0,964981710,2000-07-30 18:28:30,Big (1988),Comedy|Drama|Fantasy|Romance
1,2826,4.0,964980523,2000-07-30 18:08:43,"13th Warrior, The (1999)",Action|Adventure|Fantasy
1,2858,5.0,964980868,2000-07-30 18:14:28,American Beauty (1999),Drama|Romance
1,2872,5.0,964981680,2000-07-30 18:28:00,Excalibur (1981),Adventure|Fantasy
1,2899,5.0,964982703,2000-07-30 18:45:03,Gulliver's Travels (1939),Adventure|Animation|Children
1,2916,4.0,964982290,2000-07-30 18:38:10,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
1,2944,5.0,964981872,2000-07-30 18:31:12,"Dirty Dozen, The (1967)",Action|Drama|War
1,2947,5.0,964982176,2000-07-30 18:36:16,Goldfinger (1964),Action|Adventure|Thriller
1,2948,5.0,964982191,2000-07-30 18:36:31,From Russia with Love (1963),Action|Adventure|Thriller
1,2949,5.0,964981888,2000-07-30 18:31:28,Dr. No (1962),Action|Adventure|Thriller
1,2959,5.0,964983282,2000-07-30 18:54:42,Fight Club (1999),Action|Crime|Drama|Thriller
1,2985,4.0,964983034,2000-07-30 18:50:34,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller
1,2987,5.0,964982495,2000-07-30 18:41:35,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
1,2991,5.0,964982271,2000-07-30 18:37:51,Live and Let Die (1973),Action|Adventure|Thriller
1,2993,5.0,964982242,2000-07-30 18:37:22,Thunderball (1965),Action|Adventure|Thriller
1,2997,4.0,964980896,2000-07-30 18:14:56,Being John Malkovich (1999),Comedy|Drama|Fantasy
1,3033,5.0,964983762,2000-07-30 19:02:42,Spaceballs (1987),Comedy|Sci-Fi
1,3034,5.0,964982791,2000-07-30 18:46:31,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical
1,3052,5.0,964981208,2000-07-30 18:20:08,Dogma (1999),Adventure|Comedy|Fantasy
1,3053,5.0,964984086,2000-07-30 19:08:06,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War
1,3062,4.0,964981872,2000-07-30 18:31:12,"Longest Day, The (1962)",Action|Drama|War
1,3147,5.0,964983873,2000-07-30 19:04:33,"Green Mile, The (1999)",Crime|Drama
1,3168,4.0,964982495,2000-07-30 18:41:35,Easy Rider (1969),Adventure|Drama
1,3176,1.0,964983504,2000-07-30 18:58:24,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
1,3243,3.0,964981093,2000-07-30 18:18:13,Encino Man (1992),Comedy
1,3247,3.0,964983108,2000-07-30 18:51:48,Sister Act (1992),Comedy|Crime
1,3253,5.0,964981107,2000-07-30 18:18:27,Wayne's World (1992),Comedy
1,3273,5.0,964983536,2000-07-30 18:58:56,Scream 3 (2000),Comedy|Horror|Mystery|Thriller
1,3386,5.0,964983484,2000-07-30 18:58:04,JFK (1991),Drama|Mystery|Thriller
1,3439,4.0,964981799,2000-07-30 18:29:59,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy
1,3440,4.0,964981799,2000-07-30 18:29:59,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy
1,3441,5.0,964982328,2000-07-30 18:38:48,Red Dawn (1984),Action|Drama|War
1,3448,5.0,964984054,2000-07-30 19:07:34,"Good Morning, Vietnam (1987)",Comedy|Drama|War
1,3450,5.0,964981144,2000-07-30 18:19:04,Grumpy Old Men (1993),Comedy
1,3479,4.0,964981725,2000-07-30 18:28:45,Ladyhawke (1985),Adventure|Fantasy|Romance
1,3489,4.0,964981775,2000-07-30 18:29:35,Hook (1991),Adventure|Comedy|Fantasy
1,3527,4.0,964982271,2000-07-30 18:37:51,Predator (1987),Action|Sci-Fi|Thriller
1,3578,5.0,964980668,2000-07-30 18:11:08,Gladiator (2000),Action|Adventure|Drama
1,3617,4.0,964980683,2000-07-30 18:11:23,Road Trip (2000),Comedy
1,3639,4.0,964982271,2000-07-30 18:37:51,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller
1,3671,5.0,964981589,2000-07-30 18:26:29,Blazing Saddles (1974),Comedy|Western
1,3702,5.0,964983737,2000-07-30 19:02:17,Mad Max (1979),Action|Adventure|Sci-Fi
1,3703,5.0,964981909,2000-07-30 18:31:49,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi|Thriller
1,3729,5.0,964982363,2000-07-30 18:39:23,Shaft (1971),Action|Crime|Drama|Thriller
1,3740,4.0,964982417,2000-07-30 18:40:17,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy
1,3744,4.0,964980694,2000-07-30 18:11:34,Shaft (2000),Action|Crime|Thriller
1,3793,5.0,964981855,2000-07-30 18:30:55,X-Men (2000),Action|Adventure|Sci-Fi
1,3809,4.0,964981220,2000-07-30 18:20:20,What About Bob? (1991),Comedy
1,4006,4.0,964982903,2000-07-30 18:48:23,Transformers: The Movie (1986),Adventure|Animation|Children|Sci-Fi
1,5060,5.0,964984002,2000-07-30 19:06:42,M*A*S*H (a.k.a. MASH) (1970),Comedy|Drama|War
2,318,3.0,1445714835,2015-10-24 19:27:15,"Shawshank Redemption, The (1994)",Crime|Drama
2,333,4.0,1445715029,2015-10-24 19:30:29,Tommy Boy (1995),Comedy
2,1704,4.5,1445715228,2015-10-24 19:33:48,Good Will Hunting (1997),Drama|Romance
2,3578,4.0,1445714885,2015-10-24 19:28:05,Gladiator (2000),Action|Adventure|Drama
2,6874,4.0,1445714952,2015-10-24 19:29:12,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller
2,8798,3.5,1445714960,2015-10-24 19:29:20,Collateral (2004),Action|Crime|Drama|Thriller
2,46970,4.0,1445715013,2015-10-24 19:30:13,Talladega Nights: The Ballad of Ricky Bobby (2006),Action|Comedy
2,48516,4.0,1445715064,2015-10-24 19:31:04,"Departed, The (2006)",Crime|Drama|Thriller
2,58559,4.5,1445715141,2015-10-24 19:32:21,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
2,60756,5.0,1445714980,2015-10-24 19:29:40,Step Brothers (2008),Comedy
2,68157,4.5,1445715154,2015-10-24 19:32:34,Inglourious Basterds (2009),Action|Drama|War
2,71535,3.0,1445714974,2015-10-24 19:29:34,Zombieland (2009),Action|Comedy|Horror
2,74458,4.0,1445714926,2015-10-24 19:28:46,Shutter Island (2010),Drama|Mystery|Thriller
2,77455,3.0,1445714941,2015-10-24 19:29:01,Exit Through the Gift Shop (2010),Comedy|Documentary
2,79132,4.0,1445714841,2015-10-24 19:27:21,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
2,80489,4.5,1445715340,2015-10-24 19:35:40,"Town, The (2010)",Crime|Drama|Thriller
2,80906,5.0,1445715172,2015-10-24 19:32:52,Inside Job (2010),Documentary
2,86345,4.0,1445715166,2015-10-24 19:32:46,Louis C.K.: Hilarious (2010),Comedy
2,89774,5.0,1445715189,2015-10-24 19:33:09,Warrior (2011),Drama
2,91529,3.5,1445714891,2015-10-24 19:28:11,"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX
2,91658,2.5,1445714938,2015-10-24 19:28:58,"Girl with the Dragon Tattoo, The (2011)",Drama|Thriller
2,99114,3.5,1445714874,2015-10-24 19:27:54,Django Unchained (2012),Action|Drama|Western
2,106782,5.0,1445714966,2015-10-24 19:29:26,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama
2,109487,3.0,1445715145,2015-10-24 19:32:25,Interstellar (2014),Sci-Fi|IMAX
2,112552,4.0,1445714882,2015-10-24 19:28:02,Whiplash (2014),Drama
2,114060,2.0,1445715276,2015-10-24 19:34:36,The Drop (2014),Crime|Drama|Thriller
2,115713,3.5,1445714854,2015-10-24 19:27:34,Ex Machina (2015),Drama|Sci-Fi|Thriller
2,122882,5.0,1445715272,2015-10-24 19:34:32,Mad Max: Fury Road (2015),Action|Adventure|Sci-Fi|Thriller
2,131724,5.0,1445714851,2015-10-24 19:27:31,The Jinx: The Life and Deaths of Robert Durst (2015),Documentary
3,31,0.5,1306463578,2011-05-27 02:32:58,Dangerous Minds (1995),Drama
3,527,0.5,1306464275,2011-05-27 02:44:35,Schindler's List (1993),Drama|War
3,647,0.5,1306463619,2011-05-27 02:33:39,Courage Under Fire (1996),Action|Crime|Drama|War
3,688,0.5,1306464228,2011-05-27 02:43:48,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War
3,720,0.5,1306463595,2011-05-27 02:33:15,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy
3,849,5.0,1306463611,2011-05-27 02:33:31,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
3,914,0.5,1306463567,2011-05-27 02:32:47,My Fair Lady (1964),Comedy|Drama|Musical|Romance
